hours-per-week,education,workclass,age,YearofExperience,fnlwgt
37,Some-college,Private,30,3,185336
80,Masters,Self-emp-inc,49,4.9,362795
40,Some-college,Private,26,2.6,126829
45,10th,Private,63,6.3,264600
55,Assoc-acdm,Private,36,3.6,82743
40,Bachelors,Self-emp-not-inc,63,6.3,125178
10,HS-grad,Private,22,2.2,128487
40,HS-grad,Private,40,4,321758
35,7th-8th,Private,31,3.1,128220
50,Some-college,Private,49,4.9,176814
55,Masters,Private,35,3.5,188069
20,Bachelors,State-gov,23,2.3,156423
40,Assoc-voc,Private,25,2.5,169905
40,HS-grad,?,34,3.4,157289
45,Bachelors,Private,28,2.8,176972
35,Some-college,Self-emp-not-inc,44,4.4,171424
40,HS-grad,Private,33,3.3,91811
45,Some-college,Private,21,2.1,203924
40,11th,Private,55,5.5,177484
8,11th,?,17,1.7,454614
15,HS-grad,Self-emp-not-inc,75,7.5,242108
40,9th,Private,61,6.1,132972
40,HS-grad,Private,53,5.3,157947
45,Assoc-acdm,Local-gov,26,2.6,177482
50,Some-college,Private,48,4.8,246891
50,Masters,State-gov,28,2.8,158834
50,Bachelors,?,30,3,203834
45,HS-grad,Private,29,2.9,110442
40,Some-college,Private,25,2.5,240676
40,HS-grad,Private,37,3.7,192939
55,Bachelors,Local-gov,43,4.3,260696
40,HS-grad,Local-gov,40,4,55363
45,10th,Private,34,3.4,144949
30,Doctorate,Private,55,5.5,116878
20,Assoc-acdm,Local-gov,31,3.1,357954
40,Some-college,?,21,2.1,170038
40,HS-grad,Self-emp-not-inc,32,3.2,190290
50,Prof-school,State-gov,26,2.6,203279
50,Bachelors,Private,26,2.6,167761
40,Some-college,Private,44,4.4,138845
52,HS-grad,Private,49,4.9,144844
30,HS-grad,?,21,2.1,161930
30,HS-grad,Private,26,2.6,55743
60,HS-grad,Self-emp-not-inc,40,4,117721
40,11th,Self-emp-not-inc,19,1.9,116385
40,HS-grad,Private,58,5.8,301867
40,Assoc-voc,Private,61,6.1,238913
63,Some-college,Self-emp-not-inc,28,2.8,123983
40,Bachelors,Private,26,2.6,165510
25,HS-grad,Private,64,6.4,183513
60,Bachelors,Self-emp-inc,42,4.2,119281
40,Some-college,Private,41,4.1,152629
40,HS-grad,Private,45,4.5,110171
50,Bachelors,Private,39,3.9,211440
40,HS-grad,Local-gov,41,4.1,359259
40,11th,Private,51,5.1,125796
40,Assoc-voc,Private,34,3.4,39609
45,Masters,Private,33,3.3,111567
40,Some-college,Private,23,2.3,44064
60,Some-college,Self-emp-not-inc,35,3.5,120066
25,11th,Private,41,4.1,132633
50,Masters,Private,39,3.9,192702
55,Some-college,Private,41,4.1,166813
40,Some-college,Self-emp-inc,33,3.3,40444
40,HS-grad,Private,22,2.2,290504
45,Some-college,Private,25,2.5,178505
40,Some-college,Private,25,2.5,175370
20,7th-8th,Self-emp-not-inc,77,7.7,72931
40,Assoc-voc,?,33,3.3,234542
40,HS-grad,Private,66,6.6,284021
35,Some-college,Private,19,1.9,277974
38,HS-grad,Private,44,4.4,111275
42,Masters,Self-emp-inc,45,4.5,191776
50,Some-college,Private,28,2.8,125527
40,HS-grad,Private,19,1.9,38294
40,HS-grad,Private,43,4.3,313022
40,Bachelors,Private,39,3.9,179668
50,Bachelors,Private,33,3.3,198660
40,HS-grad,Private,44,4.4,216116
40,7th-8th,Private,62,6.2,200922
50,Some-college,Private,40,4,153372
6,HS-grad,Private,41,4.1,406603
30,Some-college,Local-gov,23,2.3,248344
40,HS-grad,Private,48,4.8,240629
45,Masters,Private,38,3.8,314310
50,Masters,Private,37,3.7,259785
55,Masters,Private,45,4.5,127111
40,HS-grad,Private,29,2.9,178272
25,HS-grad,Local-gov,66,6.6,75134
50,HS-grad,Private,19,1.9,195985
39,9th,Private,23,2.3,221955
40,Bachelors,Private,34,3.4,177675
45,Masters,Private,39,3.9,182828
60,HS-grad,Self-emp-not-inc,33,3.3,270889
10,Some-college,Private,43,4.3,183096
99,HS-grad,Private,27,2.7,336951
35,Some-college,State-gov,33,3.3,295589
30,5th-6th,Private,26,2.6,289980
60,Masters,Self-emp-inc,56,5.6,70720
36,HS-grad,Private,46,4.6,163352
40,Assoc-acdm,Private,38,3.8,190776
40,11th,Private,90,9,313986
25,Some-college,Self-emp-inc,72,7.2,473748
15,HS-grad,Private,20,2,163003
48,HS-grad,Private,29,2.9,183061
75,11th,Private,49,4.9,123584
35,HS-grad,Private,23,2.3,120910
18,Some-college,Private,20,2,227554
40,Bachelors,Private,57,5.7,182677
40,Assoc-acdm,Private,46,4.6,214955
40,Bachelors,Private,33,3.3,209768
55,Bachelors,Private,24,2.4,258120
45,Assoc-voc,Private,49,4.9,110015
65,HS-grad,Private,54,5.4,152652
50,Doctorate,Federal-gov,46,4.6,43206
50,Assoc-voc,Self-emp-not-inc,31,3.1,114639
40,Prof-school,Self-emp-inc,43,4.3,221172
6,Some-college,?,18,1.8,128538
40,HS-grad,Private,19,1.9,131615
40,Assoc-acdm,Private,46,4.6,353824
40,Bachelors,Private,43,4.3,178417
40,HS-grad,Private,58,5.8,178644
45,HS-grad,Self-emp-not-inc,43,4.3,271665
40,Some-college,?,37,3.7,223732
25,12th,Federal-gov,21,2.1,169003
70,Masters,State-gov,52,5.2,338816
32,Assoc-voc,Private,34,3.4,506858
40,Assoc-voc,Private,28,2.8,265628
40,HS-grad,Private,34,3.4,173495
40,HS-grad,Private,29,2.9,177413
65,HS-grad,Private,39,3.9,31670
35,11th,Private,49,4.9,154451
50,Some-college,Private,35,3.5,265535
20,Some-college,Private,31,3.1,118941
30,Some-college,Private,18,1.8,214617
40,HS-grad,Local-gov,47,4.7,265097
50,HS-grad,Private,46,4.6,276087
40,Bachelors,Private,43,4.3,124692
40,HS-grad,Federal-gov,51,5.1,306784
40,Some-college,Private,21,2.1,434102
40,Some-college,?,18,1.8,387641
35,Bachelors,State-gov,31,3.1,181824
40,HS-grad,Local-gov,39,3.9,177907
48,11th,Private,58,5.8,87329
40,Masters,Private,36,3.6,263130
40,HS-grad,Private,38,3.8,262882
35,Bachelors,Private,31,3.1,37546
40,11th,Private,19,1.9,27433
36,Assoc-voc,Private,38,3.8,393945
60,Assoc-voc,Private,26,2.6,173927
16,Assoc-acdm,Private,38,3.8,343403
45,Some-college,Private,36,3.6,111128
45,HS-grad,Private,40,4,193882
40,Bachelors,Private,25,2.5,310864
25,Bachelors,Private,41,4.1,128354
45,HS-grad,Private,33,3.3,113364
16,HS-grad,?,63,6.3,198559
40,HS-grad,Private,51,5.1,136913
40,HS-grad,Private,34,3.4,115488
40,Assoc-voc,Private,33,3.3,154227
45,10th,Private,25,2.5,279667
66,HS-grad,Self-emp-not-inc,30,3,281030
25,Some-college,Private,19,1.9,283945
40,HS-grad,Private,47,4.7,454989
40,Bachelors,Private,26,2.6,391349
14,Some-college,State-gov,21,2.1,166704
60,HS-grad,Private,36,3.6,151835
40,10th,Private,60,6,199085
40,HS-grad,Private,28,2.8,61487
14,HS-grad,Private,19,1.9,120251
90,Bachelors,Private,42,4.2,273230
36,HS-grad,Private,36,3.6,358373
38,HS-grad,Private,35,3.5,267891
25,Some-college,Private,22,2.2,234880
40,HS-grad,Private,54,5.4,48358
45,Bachelors,Private,36,3.6,96452
65,HS-grad,Private,55,5.5,204751
40,Masters,Private,57,5.7,375868
36,7th-8th,Private,56,5.6,413373
50,HS-grad,Private,24,2.4,537222
40,Bachelors,Local-gov,35,3.5,33975
40,11th,Self-emp-inc,51,5.1,162327
44,HS-grad,Private,34,3.4,182691
42,Assoc-acdm,Private,36,3.6,300829
40,9th,Local-gov,51,5.1,114508
60,Doctorate,Self-emp-inc,46,4.6,214627
50,HS-grad,Private,42,4.2,129684
40,Bachelors,State-gov,25,2.5,120041
50,HS-grad,Private,22,2.2,361138
40,HS-grad,Private,37,3.7,76893
40,Bachelors,Private,48,4.8,205424
50,Bachelors,Private,61,6.1,176839
40,12th,Private,40,4,229148
20,HS-grad,Self-emp-inc,58,5.8,154537
20,HS-grad,Private,52,5.2,181901
20,11th,Private,18,1.8,152004
40,10th,Private,27,2.7,205188
45,Some-college,Self-emp-not-inc,48,4.8,30840
16,9th,Private,63,6.3,66634
60,HS-grad,Self-emp-not-inc,38,3.8,180220
40,Some-college,Private,31,3.1,291052
60,Some-college,Self-emp-not-inc,40,4,99651
40,HS-grad,Private,41,4.1,327723
40,Bachelors,Private,28,2.8,32291
50,Prof-school,Private,31,3.1,345122
55,Assoc-voc,Private,32,3.2,127384
72,HS-grad,Private,30,3,363296
40,HS-grad,Local-gov,39,3.9,86551
50,Bachelors,Private,28,2.8,30070
35,HS-grad,Private,31,3.1,595000
20,Some-college,?,21,2.1,152328
40,HS-grad,?,33,3.3,177824
40,Masters,State-gov,44,4.4,111483
25,Some-college,Private,22,2.2,199555
40,HS-grad,Private,42,4.2,50018
35,Assoc-acdm,Private,36,3.6,218490
40,Masters,Private,39,3.9,49020
40,Some-college,Private,61,6.1,213321
40,HS-grad,Private,31,3.1,159187
25,Some-college,Private,21,2.1,83033
90,Some-college,Self-emp-not-inc,39,3.9,31848
80,HS-grad,Self-emp-not-inc,34,3.4,24961
15,Some-college,Private,21,2.1,182117
48,Bachelors,Self-emp-not-inc,75,7.5,146576
24,Some-college,Private,21,2.1,176690
15,Some-college,Private,81,8.1,122651
40,HS-grad,Self-emp-inc,54,5.4,149650
65,Bachelors,Private,34,3.4,454508
50,Prof-school,Self-emp-not-inc,54,5.4,269068
45,HS-grad,Private,41,4.1,266530
40,Bachelors,?,61,6.1,198542
20,HS-grad,Private,63,6.3,133144
40,Some-college,Private,24,2.4,217961
40,HS-grad,Private,20,2,221661
60,Bachelors,Local-gov,44,4.4,60735
40,Bachelors,Self-emp-not-inc,47,4.7,121124
40,Some-college,Private,31,3.1,48588
40,7th-8th,Private,41,4.1,48087
60,HS-grad,Self-emp-not-inc,53,5.3,240138
40,HS-grad,Private,63,6.3,273010
45,Masters,Private,44,4.4,104196
46,HS-grad,Private,37,3.7,230035
50,Some-college,Private,28,2.8,38918
10,Some-college,?,71,7.1,205011
40,HS-grad,Private,57,5.7,176079
10,Some-college,Private,22,2.2,180052
45,Bachelors,Local-gov,33,3.3,173005
55,Some-college,Private,30,3,378723
40,HS-grad,Private,20,2,233624
45,Bachelors,Private,28,2.8,192591
10,11th,Private,54,5.4,249860
35,HS-grad,Private,20,2,247564
40,HS-grad,Private,34,3.4,238912
40,Some-college,Private,21,2.1,190227
40,Some-college,State-gov,29,2.9,293287
40,Some-college,Private,51,5.1,180807
70,HS-grad,Private,39,3.9,250217
38,Some-college,Private,19,1.9,217418
40,HS-grad,Local-gov,22,2.2,137510
38,Some-college,State-gov,59,5.9,163047
13,11th,Private,18,1.8,577521
20,HS-grad,Private,22,2.2,221533
40,Some-college,Local-gov,42,4.2,255675
40,Assoc-acdm,Private,39,3.9,114079
40,Bachelors,Private,31,3.1,155781
40,11th,Private,28,2.8,243762
7,Bachelors,Private,22,2.2,113062
40,Masters,Private,67,6.7,217028
25,11th,Private,17,1.7,110723
40,Assoc-acdm,Federal-gov,47,4.7,191858
5,Bachelors,Private,23,2.3,179423
40,HS-grad,Private,20,2,339588
40,HS-grad,Private,22,2.2,206815
40,7th-8th,State-gov,47,4.7,103743
40,Some-college,Private,49,4.9,235683
20,Some-college,?,64,6.4,207321
40,Some-college,State-gov,35,3.5,197495
40,Some-college,Federal-gov,52,5.2,424012
40,HS-grad,Private,29,2.9,178469
40,10th,Self-emp-inc,73,7.3,92886
50,HS-grad,Self-emp-not-inc,38,3.8,214008
52,HS-grad,Self-emp-not-inc,59,5.9,325732
35,Some-college,Private,35,3.5,28572
15,Some-college,Private,18,1.8,118376
40,HS-grad,Private,24,2.4,51799
50,Bachelors,Local-gov,33,3.3,115488
55,Some-college,Private,40,4,190621
40,HS-grad,Private,55,5.5,193568
40,HS-grad,Private,44,4.4,192878
60,Bachelors,Private,40,4,264663
40,HS-grad,Private,22,2.2,234731
40,Some-college,Private,55,5.5,308373
26,HS-grad,Private,45,4.5,205644
50,Bachelors,Local-gov,47,4.7,321851
40,HS-grad,Private,56,5.6,206399
40,HS-grad,Private,44,4.4,124563
38,Some-college,State-gov,32,3.2,198211
20,10th,Private,17,1.7,130795
50,Some-college,Private,44,4.4,71269
80,Assoc-acdm,Self-emp-not-inc,32,3.2,319280
60,Bachelors,Private,35,3.5,125933
40,HS-grad,Private,27,2.7,107236
50,HS-grad,Private,32,3.2,32732
70,11th,Private,68,6.8,284763
20,Some-college,Private,20,2,112668
40,Some-college,Private,33,3.3,376483
12,9th,Private,24,2.4,402778
45,HS-grad,Private,48,4.8,36177
50,Masters,Private,45,4.5,125489
40,Some-college,Private,48,4.8,304791
45,Masters,Private,28,2.8,209205
35,Some-college,?,60,6,112821
40,Masters,Local-gov,39,3.9,178100
30,Some-college,Private,23,2.3,70261
40,12th,State-gov,23,2.3,186634
40,Some-college,Private,36,3.6,32958
40,Bachelors,Private,25,2.5,254746
40,HS-grad,Private,52,5.2,158746
40,HS-grad,Self-emp-not-inc,35,3.5,140854
40,HS-grad,Private,41,4.1,51506
42,Bachelors,Private,45,4.5,189564
40,Masters,Federal-gov,37,3.7,325538
40,Assoc-voc,Private,58,5.8,213975
2,HS-grad,Self-emp-not-inc,67,6.7,431426
8,HS-grad,Private,48,4.8,199763
48,HS-grad,Private,63,6.3,161563
72,Some-college,Local-gov,24,2.4,252024
40,Some-college,Private,43,4.3,43945
60,HS-grad,Private,36,3.6,178487
72,HS-grad,Private,32,3.2,604506
40,Some-college,Private,36,3.6,228157
50,Some-college,Private,43,4.3,199191
40,HS-grad,Private,27,2.7,189775
12,11th,Private,17,1.7,171080
46,Bachelors,Private,45,4.5,117310
40,HS-grad,Self-emp-inc,41,4.1,82049
38,HS-grad,Self-emp-not-inc,41,4.1,126094
35,HS-grad,?,18,1.8,202516
40,Assoc-acdm,Local-gov,48,4.8,246392
50,Assoc-voc,?,51,5.1,69328
24,Some-college,Private,26,2.6,292803
60,Preschool,Private,54,5.4,286989
48,Some-college,Private,22,2.2,190483
35,HS-grad,Private,19,1.9,235849
40,7th-8th,Private,47,4.7,359766
20,HS-grad,Private,32,3.2,128016
60,Bachelors,Private,46,4.6,360096
40,Bachelors,Private,30,3,170154
40,Masters,Private,35,3.5,337286
40,Assoc-voc,Private,52,5.2,204322
18,12th,Self-emp-not-inc,73,7.3,143833
10,10th,Private,17,1.7,365613
32,Bachelors,Private,32,3.2,100135
40,Masters,Local-gov,43,4.3,180096
40,HS-grad,?,19,1.9,371827
40,HS-grad,Private,26,2.6,61270
40,Masters,Federal-gov,41,4.1,564135
60,Assoc-acdm,Private,49,4.9,198759
40,Some-college,State-gov,52,5.2,303462
32,HS-grad,Private,35,3.5,193106
52,11th,Private,57,5.7,250201
44,Assoc-voc,Private,35,3.5,200426
40,Bachelors,Private,33,3.3,222654
40,7th-8th,Private,56,5.6,53366
60,Bachelors,Private,42,4.2,132222
20,Some-college,Private,17,1.7,100828
35,HS-grad,Private,49,4.9,31264
45,Prof-school,Private,39,3.9,202027
50,Some-college,Self-emp-not-inc,34,3.4,168906
40,Some-college,Self-emp-not-inc,37,3.7,255454
35,12th,Private,22,2.2,245524
40,Assoc-voc,Private,27,2.7,386040
25,Some-college,Private,21,2.1,35424
40,Some-college,?,59,5.9,93655
40,Bachelors,Private,44,4.4,152629
99,10th,Self-emp-not-inc,53,5.3,151159
40,11th,Private,26,2.6,410240
45,Bachelors,Private,48,4.8,138970
70,Bachelors,Private,39,3.9,269722
32,HS-grad,Private,34,3.4,223678
38,Bachelors,State-gov,54,5.4,197184
50,HS-grad,Private,36,3.6,143486
40,HS-grad,Private,60,6,160625
40,HS-grad,Private,50,5,140516
45,Bachelors,Local-gov,48,4.8,85341
40,Some-college,Private,35,3.5,108293
50,Assoc-acdm,Self-emp-not-inc,40,4,192507
70,Bachelors,Private,30,3,186932
40,Some-college,Self-emp-not-inc,65,6.5,223580
60,HS-grad,Private,31,3.1,236861
40,Assoc-acdm,Local-gov,46,4.6,327886
40,9th,?,67,6.7,407618
50,Assoc-voc,Self-emp-inc,62,6.2,197060
40,Bachelors,Private,38,3.8,229180
30,Bachelors,Private,24,2.4,284317
50,Some-college,Private,24,2.4,73514
48,Bachelors,Private,27,2.7,47907
30,Assoc-acdm,State-gov,43,4.3,134782
40,HS-grad,Private,48,4.8,118831
40,HS-grad,Private,41,4.1,299505
45,Some-college,Private,30,3,267161
40,Bachelors,Private,38,3.8,119177
40,Prof-school,Private,45,4.5,327886
40,Bachelors,Private,45,4.5,187730
38,Some-college,Private,55,5.5,109015
75,7th-8th,Self-emp-not-inc,46,4.6,110015
40,Bachelors,Private,24,2.4,104146
25,Some-college,Local-gov,31,3.1,50442
35,HS-grad,Private,35,3.5,57640
40,Some-college,Local-gov,37,3.7,333664
45,Some-college,Private,29,2.9,224858
50,Bachelors,Private,56,5.6,290641
40,HS-grad,?,60,6,191118
60,Bachelors,Private,25,2.5,34402
40,10th,Private,33,3.3,245378
40,HS-grad,Private,44,4.4,179136
40,HS-grad,Private,21,2.1,116788
40,HS-grad,Private,21,2.1,129699
40,Masters,Federal-gov,46,4.6,39606
50,Some-college,Self-emp-inc,44,4.4,95150
40,Bachelors,Private,63,6.3,102479
30,HS-grad,Private,44,4.4,199191
45,Some-college,Private,31,3.1,229636
42,Some-college,Private,26,2.6,53833
50,HS-grad,Self-emp-inc,37,3.7,27997
40,Some-college,?,60,6,124487
45,Bachelors,Private,33,3.3,111363
40,Bachelors,Private,38,3.8,107630
35,Assoc-voc,Private,26,2.6,134287
63,Assoc-voc,Self-emp-inc,46,4.6,283004
35,HS-grad,Private,24,2.4,33616
35,Masters,Local-gov,47,4.7,121124
30,Some-college,Private,27,2.7,188189
40,Some-college,Private,46,4.6,106255
40,Assoc-acdm,Federal-gov,47,4.7,282830
40,HS-grad,Private,47,4.7,243904
40,HS-grad,Private,69,6.9,165017
40,HS-grad,Private,32,3.2,131584
40,HS-grad,Private,51,5.1,427781
40,HS-grad,Private,36,3.6,334291
40,Masters,Local-gov,50,5,173224
60,Doctorate,Private,29,2.9,87507
40,Prof-school,Private,32,3.2,187560
75,10th,Private,27,2.7,204497
35,7th-8th,Private,60,6,230545
40,HS-grad,Private,31,3.1,118161
40,Assoc-acdm,Private,46,4.6,150499
40,HS-grad,Local-gov,40,4,96554
52,Some-college,Private,39,3.9,288551
55,7th-8th,Self-emp-not-inc,69,6.9,104003
40,Bachelors,Self-emp-inc,54,5.4,124963
40,HS-grad,Private,56,5.6,198388
40,Some-college,Federal-gov,47,4.7,126204
45,Assoc-acdm,Private,25,2.5,91709
60,HS-grad,Self-emp-not-inc,34,3.4,152109
50,7th-8th,Self-emp-not-inc,24,2.4,191954
45,Some-college,Private,63,6.3,108097
50,Masters,Local-gov,29,2.9,289991
40,Some-college,Private,64,6.4,92115
40,Bachelors,Private,44,4.4,320277
60,HS-grad,Private,26,2.6,33610
40,10th,Private,36,3.6,168276
38,Bachelors,State-gov,55,5.5,175127
40,HS-grad,Private,37,3.7,254973
65,10th,Private,37,3.7,95336
36,Bachelors,Private,63,6.3,346975
60,HS-grad,Private,33,3.3,227282
10,Some-college,Private,19,1.9,138153
40,Masters,Local-gov,57,5.7,174132
45,Assoc-acdm,Private,31,3.1,182237
30,Some-college,?,20,2,111252
40,HS-grad,Local-gov,58,5.8,217775
20,Some-college,?,20,2,168863
40,Some-college,Private,25,2.5,394503
40,HS-grad,Private,40,4,141657
20,11th,Private,18,1.8,125441
40,HS-grad,Private,26,2.6,172230
50,Doctorate,Private,29,2.9,282944
40,Bachelors,Local-gov,45,4.5,55377
38,Some-college,State-gov,35,3.5,49352
45,Some-college,Private,32,3.2,213887
40,HS-grad,Self-emp-not-inc,61,6.1,24046
15,Bachelors,State-gov,26,2.6,208122
40,HS-grad,Private,56,5.6,176118
39,Some-college,Private,22,2.2,227994
48,Bachelors,Private,49,4.9,215389
12,HS-grad,Private,40,4,99434
40,HS-grad,Private,37,3.7,190964
50,Bachelors,?,23,2.3,113700
60,Bachelors,Private,28,2.8,259840
40,HS-grad,Private,27,2.7,168827
40,Assoc-voc,Self-emp-inc,34,3.4,28984
45,9th,Private,49,4.9,182211
40,Some-college,Private,41,4.1,82393
21,Bachelors,Private,28,2.8,183639
55,Some-college,Private,38,3.8,342448
40,Assoc-acdm,State-gov,47,4.7,469907
40,HS-grad,Local-gov,28,2.8,211920
50,Masters,State-gov,44,4.4,33658
40,Bachelors,Federal-gov,41,4.1,34178
36,Prof-school,Private,50,5,400630
24,HS-grad,Self-emp-not-inc,73,7.3,161251
40,Some-college,Private,21,2.1,255685
40,HS-grad,Private,38,3.8,199256
2,Masters,?,64,6.4,143716
40,Some-college,Private,47,4.7,221666
60,Some-college,Private,52,5.2,145409
45,Bachelors,Private,24,2.4,39615
40,Bachelors,Private,44,4.4,104440
40,7th-8th,Private,27,2.7,151382
60,Some-college,Self-emp-not-inc,61,6.1,503675
40,Bachelors,Private,58,5.8,306233
43,Bachelors,Private,51,5.1,216475
55,Some-college,Private,49,4.9,50748
20,Some-college,Private,23,2.3,107190
40,Assoc-voc,Private,19,1.9,206874
53,HS-grad,Private,21,2.1,83141
40,11th,Private,56,5.6,444089
40,12th,Private,35,3.5,141896
20,Some-college,Federal-gov,37,3.7,33487
50,Doctorate,Private,41,4.1,65372
40,11th,Private,30,3,341346
20,Doctorate,Private,35,3.5,343403
40,Some-college,Private,47,4.7,287480
50,10th,Self-emp-inc,59,5.9,107287
32,11th,Private,55,5.5,199067
20,Assoc-voc,?,22,2.2,182771
40,10th,Private,31,3.1,159737
40,Masters,Private,30,3,110643
48,Bachelors,Private,24,2.4,117583
40,Some-college,Self-emp-not-inc,49,4.9,43479
25,7th-8th,Private,23,2.3,203003
35,HS-grad,Private,50,5,133963
40,Bachelors,Private,38,3.8,227794
20,Some-college,Self-emp-not-inc,20,2,112137
50,Some-college,Self-emp-not-inc,49,4.9,110457
50,HS-grad,Private,45,4.5,281565
50,Bachelors,Federal-gov,46,4.6,297906
30,HS-grad,Private,19,1.9,151506
40,Bachelors,Federal-gov,31,3.1,139455
40,HS-grad,Private,38,3.8,26987
50,Masters,Self-emp-not-inc,56,5.6,233312
40,Bachelors,Private,24,2.4,161092
50,HS-grad,Local-gov,58,5.8,98361
40,HS-grad,Private,28,2.8,188928
40,HS-grad,Private,22,2.2,164922
40,HS-grad,Private,46,4.6,185673
40,Preschool,Private,30,3,193598
45,Bachelors,Private,56,5.6,274111
40,HS-grad,Private,32,3.2,245482
44,HS-grad,Private,56,5.6,160932
40,Some-college,Private,50,5,44368
30,HS-grad,?,28,2.8,291374
40,Bachelors,Private,30,3,280927
40,HS-grad,Private,24,2.4,222993
40,Assoc-voc,Federal-gov,42,4.2,25240
40,HS-grad,Self-emp-not-inc,31,3.1,204052
20,11th,Private,18,1.8,74054
25,10th,Private,46,4.6,169042
65,Bachelors,Private,31,3.1,104509
40,Bachelors,Local-gov,38,3.8,185394
40,Masters,Local-gov,44,4.4,254146
50,Bachelors,Self-emp-inc,55,5.5,227856
20,HS-grad,Private,19,1.9,183041
40,Masters,Private,45,4.5,107682
70,Some-college,Self-emp-inc,50,5,287598
40,9th,Private,53,5.3,182186
65,Bachelors,Self-emp-inc,41,4.1,194636
40,Some-college,Private,45,4.5,112305
39,10th,Private,21,2.1,212661
40,Bachelors,Private,37,3.7,32709
40,HS-grad,Federal-gov,42,4.2,46366
30,HS-grad,Self-emp-not-inc,37,3.7,24106
40,Bachelors,Private,46,4.6,170850
60,Assoc-voc,Self-emp-not-inc,45,4.5,40666
20,Some-college,Private,32,3.2,182975
50,Prof-school,Private,30,3,345122
80,Bachelors,?,57,5.7,208311
56,HS-grad,Private,37,3.7,120045
40,Some-college,?,18,1.8,201299
40,Some-college,Private,32,3.2,152940
40,Bachelors,Private,43,4.3,243580
50,Masters,Private,46,4.6,182128
28,HS-grad,?,36,3.6,176458
40,Masters,Private,33,3.3,101562
40,HS-grad,Private,48,4.8,108699
40,HS-grad,Private,34,3.4,175878
50,Some-college,Local-gov,34,3.4,177675
40,HS-grad,Private,33,3.3,213887
60,Bachelors,Private,36,3.6,357619
55,HS-grad,Private,23,2.3,435835
40,HS-grad,Private,39,3.9,165799
25,Assoc-acdm,Private,22,2.2,71469
20,HS-grad,Private,19,1.9,229745
45,HS-grad,Private,47,4.7,284916
50,Assoc-voc,Private,46,4.6,28419
6,Masters,Private,47,4.7,26950
35,Doctorate,Self-emp-not-inc,47,4.7,107231
40,Some-college,Local-gov,52,5.2,512103
40,9th,Self-emp-not-inc,38,3.8,245090
40,HS-grad,Private,58,5.8,314153
40,5th-6th,Private,32,3.2,243988
10,Assoc-voc,Self-emp-not-inc,54,5.4,82551
25,Some-college,Private,20,2,42706
48,Assoc-acdm,Private,25,2.5,235795
15,9th,Self-emp-not-inc,25,2.5,108001
44,Bachelors,State-gov,36,3.6,112497
30,HS-grad,Self-emp-not-inc,69,6.9,128206
45,Bachelors,Private,28,2.8,224634
20,Some-college,Private,20,2,362999
40,7th-8th,Private,21,2.1,346693
40,Bachelors,Private,37,3.7,175759
32,HS-grad,Private,21,2.1,99199
13,Assoc-acdm,?,25,2.5,219987
40,HS-grad,Private,39,3.9,143445
40,Assoc-voc,Private,34,3.4,118710
40,HS-grad,Local-gov,33,3.3,224185
50,HS-grad,Private,47,4.7,118972
40,Assoc-voc,Private,29,2.9,165360
89,HS-grad,Private,48,4.8,38950
60,Doctorate,Self-emp-inc,42,4.2,277256
40,11th,Private,29,2.9,247151
40,HS-grad,Private,34,3.4,213722
25,Some-college,Private,20,2,209955
40,Masters,Private,41,4.1,174395
50,Some-college,Private,45,4.5,138626
40,Assoc-voc,?,22,2.2,179973
44,HS-grad,Private,23,2.3,200207
38,Some-college,Private,19,1.9,156587
40,Some-college,Private,24,2.4,33016
30,Some-college,Private,20,2,197496
40,HS-grad,Private,32,3.2,153588
50,Masters,Private,52,5.2,99736
60,HS-grad,Private,36,3.6,284166
30,10th,Private,18,1.8,716066
40,HS-grad,Private,27,2.7,188519
60,Some-college,Private,26,2.6,109080
32,Assoc-acdm,Private,52,5.2,174421
40,Some-college,Private,24,2.4,259351
40,HS-grad,Federal-gov,42,4.2,284403
60,Prof-school,Private,39,3.9,85319
35,Some-college,?,20,2,201766
10,Some-college,State-gov,20,2,340475
40,HS-grad,Private,39,3.9,487486
30,11th,?,68,6.8,484298
48,HS-grad,Private,35,3.5,170617
40,Bachelors,Private,54,5.4,94055
40,Bachelors,Private,24,2.4,117779
8,Bachelors,Private,24,2.4,209770
15,Some-college,Private,20,2,317443
40,Preschool,?,64,6.4,140237
35,Bachelors,Private,28,2.8,107411
47,HS-grad,Self-emp-not-inc,36,3.6,122493
60,HS-grad,Self-emp-inc,44,4.4,195124
55,Some-college,Private,38,3.8,101978
60,HS-grad,Private,22,2.2,335453
40,HS-grad,Private,56,5.6,318329
45,Bachelors,Private,24,2.4,100321
75,Some-college,Self-emp-not-inc,24,2.4,81145
40,Assoc-acdm,Private,22,2.2,62865
30,Some-college,Private,21,2.1,176262
40,Bachelors,Private,42,4.2,168103
55,Masters,Local-gov,41,4.1,208174
20,HS-grad,Private,19,1.9,188815
44,Some-college,Self-emp-not-inc,67,6.7,226092
30,Some-college,Private,20,2,212668
40,HS-grad,Private,32,3.2,381583
40,HS-grad,Private,46,4.6,239439
36,HS-grad,Private,52,5.2,172493
40,Bachelors,Private,44,4.4,239876
40,11th,?,65,6.5,221881
40,Bachelors,Local-gov,37,3.7,218184
50,Some-college,Self-emp-not-inc,27,2.7,206889
35,HS-grad,Private,35,3.5,110668
45,HS-grad,Private,30,3,211028
40,HS-grad,Local-gov,64,6.4,202984
37,HS-grad,Private,48,4.8,20296
